geneid,gene_symbol,uniprotid,gene_dsi,gene_dpi,gene_pli,protein_class,protein_class_name,diseaseid,disease_name,disease_class,disease_class_name,disease_type,disease_semantic_type,score,ei,el,year_initial,year_final,source
348120,LINC01193,,0.565,0.692,,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2014.0,2014.0,ALL
3589,IL11,P20809,0.481,0.808,0.00031772,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2002.0,2018.0,ALL
3603,IL16,Q14005,0.501,0.846,1.2449e-10,DTO_05007599,Signaling,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2000.0,2001.0,ALL
3620,IDO1,P14902,0.454,0.846,3.3013e-06,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2002.0,2018.0,ALL
3645,INSRR,P14616,0.508,0.808,5.3976e-24,DTO_03300101,Kinase,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2019.0,2019.0,ALL
3654,IRAK1,P51617,0.506,0.808,0.98774,DTO_03300101,Kinase,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2016.0,2018.0,ALL
3682,ITGAE,P38570,0.579,0.692,3.9199e-20,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2016.0,2017.0,ALL
3685,ITGAV,P06756,0.526,0.769,0.00022844,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2017.0,2018.0,ALL
3791,KDR,P35968,0.378,0.885,0.99982,DTO_03300101,Kinase,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2011.0,2017.0,ALL
3811,KIR3DL1,P43629,0.475,0.769,8.3578e-14,DTO_05007575,Receptor,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,0.5,,2018.0,2018.0,ALL
387129,NPSR1,Q6W5P4,0.608,0.615,2.0518e-09,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2007.0,2018.0,ALL
3953,LEPR,P48357,0.433,0.808,0.99475,DTO_05007599,Signaling,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2005.0,2019.0,ALL
3960,LGALS4,P56470,0.599,0.731,2.7538e-07,DTO_05007599,Signaling,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2013.0,2016.0,ALL
4023,LPL,P06858,0.474,0.808,1.2712e-09,DTO_05007624,Enzyme,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,1994.0,2006.0,ALL
406906,MIR122,,0.468,0.808,,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2016.0,2017.0,ALL
406935,MIR143,,0.462,0.885,,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2011.0,2012.0,ALL
406937,MIR145,,0.431,0.846,,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2011.0,2012.0,ALL
406979,MIR19A,,0.512,0.808,,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2013.0,2017.0,ALL
406989,MIR206,,0.477,0.846,,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2017.0,2019.0,ALL
406996,MIR214,,0.48,0.808,,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2015.0,2017.0,ALL
406997,MIR215,,0.559,0.654,,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2016.0,2018.0,ALL
407021,MIR29A,,0.459,0.808,,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2014.0,2018.0,ALL
4092,SMAD7,O15105,0.47,0.769,0.54854,DTO_05007542,Transcription factor,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2019.0,2019.0,ALL
414325,DEFB103A,P81534,0.573,0.731,,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2004.0,2013.0,ALL
4192,MDK,P21741,0.494,0.808,0.23005,DTO_05007599,Signaling,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2017.0,2019.0,ALL
4193,MDM2,Q00987,0.362,0.846,0.99981,DTO_05007557,Nucleic acid binding,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2002.0,2004.0,ALL
4224,MEP1A,Q16819,0.78,0.231,9.1509e-13,DTO_05007624,Enzyme,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2009.0,2012.0,ALL
4233,MET,P08581,0.38,0.846,0.96998,DTO_03300101,Kinase,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2000.0,2008.0,ALL
4295,MLN,P12872,0.656,0.577,0.0041058,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,1998.0,2008.0,ALL
4313,MMP2,P08253,0.333,0.923,0.83878,DTO_05007624,Enzyme,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2017.0,2017.0,ALL
4314,MMP3,P08254,0.408,0.885,5.7362e-15,DTO_05007624,Enzyme,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,0.5,,2000.0,2004.0,ALL
442920,MIR196B,,0.561,0.731,,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2010.0,2015.0,ALL
4486,MST1R,Q04912,0.542,0.808,7.8684e-37,DTO_03300101,Kinase,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2007.0,2009.0,ALL
4512,COX1,P00395,0.441,0.885,,DTO_05007624,Enzyme,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,1998.0,2017.0,ALL
4552,MTRR,Q9UBK8,0.502,0.808,2.1794e-14,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2008.0,2012.0,ALL
4584,MUC3A,Q02505,0.636,0.5,1.4752e-10,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,1999.0,2001.0,ALL
4585,MUC4,Q99102,0.506,0.769,2.7904e-54,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2006.0,2006.0,ALL
4586,MUC5AC,P98088,0.483,0.808,9.9887e-09,DTO_05007584,Enzyme modulator,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2006.0,2016.0,ALL
4601,MXI1,P50539,0.547,0.615,0.0011217,DTO_05007542,Transcription factor,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2001.0,2007.0,ALL
4654,MYOD1,P15172,0.569,0.654,0.15239,DTO_05007542,Transcription factor,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2001.0,2011.0,ALL
474168,WG,,0.595,0.808,,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2009.0,2009.0,ALL
4846,NOS3,P29474,0.378,0.885,6.7246e-07,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2006.0,2015.0,ALL
4891,SLC11A2,P49281,0.566,0.769,0.0066528,DTO_05007405,Transporter,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2014.0,2020.0,ALL
494324,MIR375,,0.476,0.769,,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2015.0,2019.0,ALL
4953,ODC1,P11926,0.51,0.731,0.16966,DTO_05007624,Enzyme,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,1992.0,2018.0,ALL
4982,TNFRSF11B,O00300,0.422,0.808,0.16171,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,0.5,,2016.0,2019.0,ALL
50506,DUOX2,Q9NRD8,0.533,0.769,4.5032e-56,DTO_05007624,Enzyme,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2014.0,2014.0,ALL
5058,PAK1,Q13153,0.494,0.808,0.0013306,DTO_03300101,Kinase,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2015.0,2015.0,ALL
50604,IL20,Q9NYY1,0.556,0.769,1.3447e-06,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2013.0,2013.0,ALL
50624,CUZD1,Q86UP6,0.769,0.308,2.2917e-11,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2015.0,2017.0,ALL
51182,HSPA14,Q0VDF9,0.502,0.769,0.67359,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2011.0,2011.0,ALL
51340,CRNKL1,Q9BZJ0,0.711,0.385,2.7151e-06,DTO_05007557,Nucleic acid binding,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2012.0,2013.0,ALL
5175,PECAM1,P16284,0.426,0.846,,DTO_05007620,Cell adhesion,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2001.0,2017.0,ALL
5290,PIK3CA,P42336,0.292,0.923,1.0,DTO_03300101,Kinase,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2018.0,2019.0,ALL
5291,PIK3CB,P42338,0.322,0.885,0.99964,DTO_03300101,Kinase,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2018.0,2019.0,ALL
5293,PIK3CD,O00329,0.319,0.885,0.99999,DTO_03300101,Kinase,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2018.0,2019.0,ALL
5294,PIK3CG,P48736,0.32,0.885,1.4076e-06,DTO_03300101,Kinase,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2018.0,2019.0,ALL
5315,PKM,P14618,0.482,0.808,0.8549,DTO_03300101,Kinase,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2018.0,2019.0,ALL
54119,EIM,,0.839,0.269,,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,0.5,,2005.0,2017.0,ALL
55065,SLC52A1,Q9NWF4,0.526,0.769,3.5163e-06,DTO_05007405,Transporter,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2009.0,2016.0,ALL
55824,PAG1,Q9NWQ8,0.505,0.808,0.017764,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2011.0,2017.0,ALL
55894,DEFB103B,P81534,0.572,0.731,,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2004.0,2013.0,ALL
56603,CYP26B1,Q9NR63,0.666,0.5,0.97987,DTO_05007624,Enzyme,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2013.0,2019.0,ALL
5662,PSD,A5PKW4,0.626,0.654,0.90358,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2012.0,2012.0,ALL
567,B2M,P61769,0.447,0.846,0.56167,DTO_05007608,Immune response,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,1998.0,2003.0,ALL
56955,MEPE,Q9NQ76,0.628,0.654,0.0086273,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2012.0,2020.0,ALL
56996,SLC12A9,Q9BXP2,0.454,0.769,1.1806e-15,DTO_05007405,Transporter,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,1999.0,2003.0,ALL
57060,PCBP4,P57723,0.523,0.808,0.0023713,DTO_05007624,Enzyme,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2011.0,2017.0,ALL
574447,MIR146B,,0.496,0.769,,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2019.0,2019.0,ALL
57876,MUC3B,Q9H195,0.666,0.462,,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,1999.0,2001.0,ALL
5802,PTPRS,Q13332,0.769,0.308,0.99983,DTO_05007624,Enzyme,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2007.0,2008.0,ALL
5879,RAC1,P63000,0.429,0.962,0.76228,DTO_05007584,Enzyme modulator,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2011.0,2012.0,ALL
5891,MOK,Q9UQ07,0.476,0.769,8.8397e-22,DTO_03300101,Kinase,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2015.0,2016.0,ALL
5897,RAG2,P55895,0.507,0.769,0.020287,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2009.0,2011.0,ALL
595,CCND1,P24385,0.344,0.923,0.89057,DTO_05007584,Enzyme modulator,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2003.0,2007.0,ALL
5956,OPN1LW,P04000,0.497,0.808,0.97535,DTO_02300001,G-protein coupled receptor,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2011.0,2017.0,ALL
5966,REL,Q04864,0.579,0.692,0.99836,DTO_05007542,Transcription factor,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2011.0,2011.0,ALL
5967,REG1A,P05451,0.467,0.846,1.3499e-05,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2001.0,2019.0,ALL
6271,S100A1,P23297,0.421,0.846,0.0060044,DTO_05007616,Calcium-binding protein,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2001.0,2011.0,ALL
6279,S100A8,P05109,0.43,0.962,0.13761,DTO_05007616,Calcium-binding protein,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2013.0,2017.0,ALL
6348,CCL3,P10147,0.46,0.885,0.34981,DTO_05007599,Signaling,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2009.0,2013.0,ALL
6352,CCL5,P13501,0.403,0.885,0.0017516,DTO_05007599,Signaling,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2006.0,2018.0,ALL
6355,CCL8,P80075,0.546,0.692,0.041412,DTO_05007599,Signaling,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2013.0,2018.0,ALL
6366,CCL21,O00585,0.502,0.769,0.036239,DTO_05007599,Signaling,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2003.0,2014.0,ALL
6369,CCL24,O00175,0.608,0.731,0.0070888,DTO_05007599,Signaling,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2005.0,2010.0,ALL
6422,SFRP1,Q8N474,0.479,0.846,0.96457,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2011.0,2013.0,ALL
6423,SFRP2,Q96HF1,0.544,0.731,0.0016693,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2001.0,2007.0,ALL
6550,SLC9A3,P48764,0.612,0.615,0.97845,DTO_05007405,Transporter,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2002.0,2010.0,ALL
6564,SLC15A1,P46059,0.7,0.615,4.9948e-13,DTO_05007405,Transporter,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2017.0,2019.0,ALL
6590,SLPI,P03973,0.449,0.846,0.00089665,DTO_05007584,Enzyme modulator,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2007.0,2017.0,ALL
6646,SOAT1,P35610,0.424,0.846,7.3621e-10,DTO_05007624,Enzyme,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2013.0,2018.0,ALL
6648,SOD2,P04179,0.379,0.923,0.15499,DTO_05007624,Enzyme,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2009.0,2018.0,ALL
6657,SOX2,P48431,0.405,0.808,0.70662,DTO_05007542,Transcription factor,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2014.0,2017.0,ALL
6776,STAT5A,P42229,0.445,0.808,0.99994,DTO_05007557,Nucleic acid binding,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2006.0,2015.0,ALL
6891,TAP2,Q03519,0.517,0.808,6.8911e-11,DTO_05007405,Transporter,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2019.0,2019.0,ALL
6934,TCF7L2,Q9NQB0,0.485,0.846,0.99537,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2007.0,2010.0,ALL
6948,TCN2,P20062,0.578,0.615,1.0478e-06,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2008.0,2017.0,ALL
7015,TERT,O14746,0.374,0.846,0.99046,DTO_05007624,Enzyme,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2005.0,2008.0,ALL
7048,TGFBR2,P37173,0.413,0.846,0.12535,DTO_03300101,Kinase,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2008.0,2015.0,ALL
7096,TLR1,Q15399,0.496,0.808,5.8704e-23,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2011.0,2015.0,ALL
7130,TNFAIP6,P98066,0.582,0.731,1.0939e-06,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2016.0,2019.0,ALL
721,C4B,P0C0L4;P0C0L5,0.603,0.808,0.83464,DTO_05007584,Enzyme modulator,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2016.0,2017.0,ALL
7295,TXN,P10599,0.447,0.885,0.20119,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2017.0,2018.0,ALL
7515,XRCC1,P18887,0.421,0.923,6.3386e-09,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2011.0,2012.0,ALL
7534,YWHAZ,P63104,0.475,0.846,0.93965,DTO_05007613,Chaperone,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,1997.0,2019.0,ALL
796,CALCA,P01258;P06881,0.416,0.923,0.015562,DTO_05007599,Signaling,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2009.0,2013.0,ALL
81030,ZBP1,Q9H171,0.666,0.654,1.8259e-14,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2019.0,2019.0,ALL
83596,BCL2L12,Q9HB09,0.606,0.654,3.8273e-09,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2018.0,2018.0,ALL
8398,PLA2G6,O60733,0.476,0.846,2.4837e-10,DTO_05007584,Enzyme modulator,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,1997.0,2014.0,ALL
842,CASP9,P55211,0.458,0.808,7.3826e-06,DTO_05007624,Enzyme,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2011.0,2018.0,ALL
847,CAT,P04040,0.359,0.962,1.6263e-10,DTO_05007624,Enzyme,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2013.0,2019.0,ALL
84868,HAVCR2,Q8TDQ0,0.45,0.808,0.03866,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2012.0,2019.0,ALL
8615,USO1,O60763,0.522,0.885,0.33417,DTO_05007405,Transporter,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,1996.0,1997.0,ALL
863,CBFA2T3,O75081,0.638,0.462,0.048373,DTO_05007542,Transcription factor,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2013.0,2017.0,ALL
8720,MBTPS1,Q14703,0.532,0.692,7.5901e-09,DTO_05007624,Enzyme,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2018.0,2019.0,ALL
8726,EED,O75530,0.588,0.615,0.99929,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2012.0,2013.0,ALL
873,CBR1,P16152,0.572,0.654,6.2783e-05,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2012.0,2013.0,ALL
8737,RIPK1,Q13546,0.479,0.769,0.0079441,DTO_03300101,Kinase,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2018.0,2020.0,ALL
8837,CFLAR,O15519,0.485,0.846,0.99967,DTO_05007624,Enzyme,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2013.0,2015.0,ALL
8863,PER3,P56645,0.559,0.731,1.3661e-17,DTO_05007542,Transcription factor,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2012.0,2015.0,ALL
9,NAT1,P18440,0.536,0.846,1.9294e-14,DTO_05007624,Enzyme,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2002.0,2008.0,ALL
9338,TCEAL1,Q15170,0.7,0.346,0.58578,DTO_05007542,Transcription factor,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2001.0,2018.0,ALL
942,CD86,P42081,0.483,0.769,0.94879,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2005.0,2014.0,ALL
9435,CHST2,Q9Y4C5,0.76,0.269,0.018039,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2007.0,2009.0,ALL
947,CD34,P28906,0.368,0.808,4.9881e-06,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2007.0,2009.0,ALL
9723,SEMA3E,O15041,0.515,0.769,8.7148e-09,DTO_05007599,Signaling,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2019.0,2019.0,ALL
100,ADA,P00813,0.44,0.885,2.8825e-12,DTO_05007624,Enzyme,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2005.0,2019.0,ALL
100289545,H3C9P,,0.656,0.538,,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,1999.0,2000.0,ALL
10068,IL18BP,O95998,0.603,0.731,1.484e-08,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2002.0,2007.0,ALL
10241,CALCOCO2,Q13137,0.722,0.423,0.0001027,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2013.0,2013.0,ALL
1045,CDX2,Q99626,0.458,0.769,0.52887,DTO_05007542,Transcription factor,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,0.5,,2008.0,2008.0,ALL
10482,NXF1,Q9UBU9,0.531,0.885,0.9763,DTO_05007557,Nucleic acid binding,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,1996.0,1997.0,ALL
105375355,UPK3B,Q9BT76,0.584,0.808,0.00023426,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,1998.0,2000.0,ALL
10598,AHSA1,O95433,0.396,0.923,0.99896,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2002.0,2015.0,ALL
106480993,RN7SL263P,,0.496,0.808,,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2003.0,2016.0,ALL
11009,IL24,Q13007,0.498,0.769,5.8826e-07,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2009.0,2014.0,ALL
11126,CD160,O95971,0.59,0.615,6.8425e-05,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.02,1.0,,2013.0,2019.0,ALL
